type,name,price,images,discount
Whisky,Jack Daniel's Old No. 7 - Guitar case,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKDN07G_1.jpg,q1713958262.pagespeed.ic.GSTGTZHLKh.jpg""]",3300
Whisky,Bunnahabhain Discovery Heavily Peated 10 Years,5790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUNNA10GM_1.jpg,q1713959781.pagespeed.ic.XA74_u-gjV.jpg""]",3700
Rum,Ron Centenario Gran Legado 12,61808,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRCENTE12GR_1.jpg,q1713957902.pagespeed.ic.87-F6HHgEf.jpg""]",25958
Distillery,Nikka Coffey Grain,4990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_NIKKACOGR_1.jpg,q1713957579.pagespeed.ic.3ffR97OSLj.jpg""]",34338
Whisky,Jura Red Wine Cask Finish,2990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JURAI0RW0_1.jpg,q1713957831.pagespeed.ic.ukrqBYWt3t.jpg""]",300
Whisky,Johnnie Walker Blue Label - Cities of the Future - London 2220,73886,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_JOWALBLCFL_1.jpg?1713957823""]",65814
Rum,Pussers Rum Gunpowder Proof,29570,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPUSSE0GP0_1.jpg,q1713957277.pagespeed.ic.lZFBViEl9j.jpg""]",23366
Whisky,Benrinnes 15 Years,4990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_BRINN15FF_1.jpg?1713958210""]",41810
Rum,Bumbu XO Rum,91997,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRBUMBU00XO_1.jpg?1713957373""]",74456
Whisky,Ardbeg Smoketrails Côte Rotie Edition 2023,9190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARDBE0SMC_1.jpg,q1713957287.pagespeed.ic.Ef-jRp9guT.jpg""]",1200
Whisky,Jack Daniel's Bonded Rye,2990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKD0BR0_1.jpg,q1713958177.pagespeed.ic.Rnb4mZiJfD.jpg""]",18000
Rum,Jamaica Rum - Blue Marlin 'Whisky.de exclusive',86787,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRWDE000BM0_1.jpg,q1713959191.pagespeed.ic.Hsja2UuF-t.jpg""]",77069
Whisky,West Cork Rum Cask Finish,2690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_WESTC0RU0_1.jpg?1713961370""]",39320
Rum,Doorly's Barbados Rum 12 Years,5827,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRDOORL1200_1.jpg,q1713958828.pagespeed.ic.fDvF8Dr5Pc.jpg""]",20506
Whisky,Daviess County French Oak,19421,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_DAVIE0000_1.jpg?1714056692""]",19259
Whisky,Dalmore King Alexander III,23800,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DALMO00K1_1.jpg,q1713958321.pagespeed.ic.iqysJRssxn.jpg""]",18110
Rum,Matusalem Gran Reserva 23 Rum,31884,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRMATUS23GR_1.jpg,q1713957329.pagespeed.ic.kAN_1DMnHL.jpg""]",1043
Whisky,Balcones Eclipse Texas Straight Rye,38212,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALCO0EC0_1.jpg,q1713957816.pagespeed.ic.WwhimCfAs6.jpg""]",3546
Whisky,Macphail's 30 Years,22502,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_MACPH3001_1.jpg?1726223407""]",15246
Rum,A.H. Riise XO Reserve Explorer Edition Germany,72886,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRRIISE0XOE_1.jpg?1722592518""]",52752
Whisky,Old School Malt 31 Years 2024,63731,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_OLDSC00SI_1.jpg,q1714379160.pagespeed.ic.4ONr2fN8qy.jpg""]",30806
Whisky,Aberfeldy Cadillac Finish 15 Years,5990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ABERF15CA_1.jpg,q1713957243.pagespeed.ic.fd_ackWzOI.jpg""]",300
Gin,Bivrost Arctic Pink Gin,33814,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XGBIVRO0PG0_1.jpg?1713957429""]",26718
Rum,Hell or High Water Spiced Rum,52586,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRHELLO0SP0_1.jpg,q1713957815.pagespeed.ic.uJNvzlRlAl.jpg""]",10656
Whisky,Bowmore Golden & Elegant - Aston Martin Collection 15 Years,26080,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BOWMO15AM_1.jpg,q1729946547.pagespeed.ic.mZ1H2yhYvr.jpg""]",1680
Whisky,Bunnahabhain 35th Anniversary 48 Years 1975/2023,33826,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUNNA75SI_1.jpg,q1713959256.pagespeed.ic.Lwp6zQqJe2.jpg""]",5687
Rum,Plantation Stiggin's Fancy Pineapple Rum Spirit,10909,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRPLANT0SP0_1.jpg,q1713959803.pagespeed.ic.awiBozsmoF.jpg""]",2292
Whisky,"Cragganmore 0,2 litre 12 Years",67768,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_CRAGG1202_1.jpg?1713957402""]",39462
Rum,Romero & Sons Single Blended Rum 12 Years,75694,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRROMER1200_1.jpg,q1713962118.pagespeed.ic.WfK1nOORX4.jpg""]",59782
Rum,Habitation Velier Haiti Pure Single Rhum Distillerie de Port au Prince,53663,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRHABIT0000_1.jpg,q1713960895.pagespeed.ic.hza6N423IO.jpg""]",12925
Whisky,Slyrs Classic with glass,27621,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_SLYRS00CLG_1.jpg?1713960110""]",17761
Distillery,Glenfarclas Family Casks S23 2000/2023,43832,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GFARCFA004_1.jpg?1713959368""]",384
Whisky,Blanton's Original 2023,74023,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLANT4675_1.jpg,q1720791896.pagespeed.ic.AQSZIKnAMO.jpg""]",48889
Whisky,Port Charlotte Islay Barley 7 Years 2014/,67613,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PCHAR0IB5_1.jpg,q1713958138.pagespeed.ic.MLObIpMt6z.jpg""]",51437
Whisky,Glenlivet Double Oak with glass 12 Years,79087,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GLIVE12G1_1.jpg,q1718633819.pagespeed.ic.TgCtN7HDwY.jpg""]",60381
Rum,Daring - PX Cask Barbados 10 Years 2024,99978,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRWAGEM0PX0_1.jpg?1728902070""]",74199
Whisky,Elements of Islay Cask Edit - I Love Papa Edition,66676,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_ELEMI0CEP_1.jpg?1713957492""]",49550
Whisky,Milam & Greene Single Barrel,64157,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MILAM0SB2_1.jpg,q1713957324.pagespeed.ic.sXVIgs_00B.jpg""]",43588
Whisky,Scapegrace Fortuna VI,72008,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SCAPE0FO6_1.jpg,q1721391350.pagespeed.ic.ohqvQdi7KJ.jpg""]",46177
Whisky,Bulleit 95 Rye,3290,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BULLE00RY_1.jpg,q1713957417.pagespeed.ic.Fo4CTC3w1p.jpg""]",36631
Gin,Nikka Coffey Gin,15214,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGNIKKACO_1.jpg,q1713957903.pagespeed.ic.PulJn8NEm7.jpg""]",14993
Spirits,Shrubb J.M Rhum 2023,38964,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRSHRUB0JM0_1.jpg,q1713961024.pagespeed.ic.M_bkWUQ4rM.jpg""]",5691
Whisky,Craigellachie Armagnac Cask Finish 13 Years,5390,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CRAIG13AF_1.jpg,q1713957393.pagespeed.ic.8bwlIVaGqA.jpg""]",400
Whisky,Old Overholt Rye Bonded 100 Proof 4 Years,58446,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_OLDOV0RB0_1.jpg?1713963518""]",40493
Whisky,Gooderham & Worts Canadian Four Grain,3512,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GOODE0CFG_1.jpg?1713958786""]",28005
Rum,Arehucas Anejo Reserva Rum 18 Years,3734,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRAREHU18AR_1.jpg?1713959568""]",22881
Whisky,Hyde No. 9 Port Finish 8 Years,3890,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_HYDE009PF_1.jpg,q1713957292.pagespeed.ic.s_vUvab4Ef.jpg""]",1100
Rum,Renegade Études Old Bacolet Rum 2021/2023,76460,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRRENEG0OB0_1.jpg,q1713963558.pagespeed.ic.8C2ky4j7tp.jpg""]",55502
Whisky,Teeling Small Batch Douro,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TEELI0SBD_1.jpg,q1713957607.pagespeed.ic.7AjNl-CS1n.jpg""]",25544
Whisky,Big Peat The Thropaigeach Edition,48560,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BIGPE0TH0_1.jpg,q1716823006.pagespeed.ic.xH_bhjN2L7.jpg""]",41401
Whisky,Bushmills Causeway Collection Pomerol Cask 2012/2022,5148,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUSHM12PO_1.jpg,q1713958988.pagespeed.ic.19hw5m01V9.jpg""]",20360
Whisky,Bivrost Yggdrasil Arctic Single Malt Whisky,60234,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BIVRO0YG0_1.jpg,q1729088252.pagespeed.ic.0IKJaPKUpL.jpg""]",38677
Whisky,Compass Box Delos The Extinct Blends 2022,42512,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DELOS00CB_1.jpg,q1713960937.pagespeed.ic.rpxhWAtqcB.jpg""]",22212
Rum,A.H. Riise XO Founders Reserve,45530,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRRIISE0FR6_1.jpg,q1713961772.pagespeed.ic.bmlcVPmcZE.jpg""]",1571
Whisky,Black Forêt,1889,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLACF0000_1.jpg,q1713960133.pagespeed.ic.lqlA5JS9WB.jpg""]",33957
Whisky,Talisker Special Release 0.2 litre 11 Years 2022,18535,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TALIS11S2_1.jpg,q1713959733.pagespeed.ic.zLzXmQQkFB.jpg""]",12731
Whisky,Balvenie Stories - Week of Peat 17 Years,75870,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALVE17PW_1.jpg,q1713957327.pagespeed.ic.F0YRTP8NU1.jpg""]",29510
Whisky,Tormore Connoisseurs Choice - Cask Strength 27 Years 1994/2022,42501,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_TORMO94G2_1.jpg,q1713958771.pagespeed.ic.2GmeWuq34k.jpg""]",811
Whisky,Glenfiddich Perpetual Collection Vat 3 15 Years,30827,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GFIDD15V3_1.jpg?1715078384""]",20707
Whisky,Loch Lomond - Inchmurrin 12 Years,88257,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LOCHL12IU_1.jpg,q1713957248.pagespeed.ic.fGnkgwLCgK.jpg""]",71484
Whisky,Nc'nean Organic Cask Strength,23471,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_NCNEAORCS_1.jpg?1713958176""]",22073
Whisky,Black Bull 12 Years,3790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BLACBU120_1.jpg,q1713957565.pagespeed.ic.QCvGxm6aj_.jpg""]",34190
Whisky,Pikesville Straight Rye 110 Proof,8690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_PIKES0RYE_1.jpg,q1713957725.pagespeed.ic.qJfd9j7OO_.jpg""]",6000
Rum,Matusalem Gran Reserva 15 Rum,9139,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRMATUS15GR_1.jpg,q1727859749.pagespeed.ic.MdkCV_iiiY.jpg""]",2885
Whisky,Glendalough Double Barrel Cask Strength,15657,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_GDALODBSC_1.jpg?1729153244""]",27844
Rum,Baie des Trésors Karakoli Rhum (B-goods) 3 Years,4597,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRBAIE00KA0_B_1.jpg?1717489558""]",37166
Whisky,Lindores The Exclusive Cask Ruby Port Barrique 2018/2024,41978,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LINDO18R2_1.jpg,q1715789791.pagespeed.ic.og3Bt5hvAz.jpg""]",36378
Whisky,Jura Bourbon Cask,2690,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_JURAI0BO0_1.jpg?1713958265""]",2100
Rum,Santa Teresa 1796 Rum Arabica Coffee Cask,87865,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRSANTA0AR0_1.jpg,q1729001087.pagespeed.ic.8lLnMuX22a.jpg""]",72310
Gifts,"Laphroaig Live Event Set 2023, small",21618,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LIVELAPRM_1.jpg,q1713960131.pagespeed.ic.dTuJ1ltml6.jpg""]",13239
Whisky,Smokehead Unfiltered,4490,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SMOKE0UN0_1.jpg,q1721902757.pagespeed.ic.ay7xSSd4oI.jpg""]",14272
Rum,Plantation Black Cask Edition - Barbados - Venezuela,46495,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XRPLANT0BC0_1.jpg?1713959720""]",17470
Whisky,Macaloney's Washington Peat Project CS Red Wine 2023,97281,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MACAC0PPC_1.jpg,q1716561248.pagespeed.ic.YwgkhDdBhD.jpg""]",75498
Whisky,Glenfarclas 105,55859,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GFARC105L_1.jpg,q1713957536.pagespeed.ic.Thx0OV586X.jpg""]",10548
Whisky,Bunnahabhain 35th Anniversary 45 Years 1978/2023,1154,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BUNNA78S2_1.jpg,q1713957448.pagespeed.ic.e6iGpJA0Wf.jpg""]",29693
Whisky,Cragganmore 12 Years,3699,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CRAGG1200_1.jpg,q1713957240.pagespeed.ic.9N_63QWGpi.jpg""]",1991
Whisky,Balblair Connoisseurs Choice - Cask Strength 26 Years 1997/2023,12432,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BALBL97G2_1.jpg,q1713957430.pagespeed.ic.RiklG9Csnl.jpg""]",833
Whisky,Highland Park 25 Years,88071,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_HIGHL2500_1.jpg?1713958722""]",51315
Spirits,Bud Spencer Firewater by St. Kilian,23400,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_STKIL0BSF_1.png,q1726728417.pagespeed.ic.PlYnyWRy86.png""]",5209
Whisky,Smokehead Rum Rebel,5790,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SMOKE0RR2_1.jpg,q1713957467.pagespeed.ic.TfGriumcxh.jpg""]",21340
Rum,Don Papa Rum Rye Cask,80103,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRDPAPA0RY0_1.png,q1724852751.pagespeed.ic.V_IquFpu8-.jpg""]",60597
Whisky,Fettercairn PX/Oloroso/Redwine Cask Mission Gold 28 Years 1995/2024,55370,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_FETTE28MD_1.jpg,q1718613401.pagespeed.ic.vgmBLh28UR.jpg""]",35924
Whisky,Benriach The Twenty Five 25 Years,29617,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_BRIAC25TF_1.jpg,q1713959203.pagespeed.ic.pfoouMETJ_.jpg"",]",22417
Whisky,The Alrik PX Quarter Cask Hercynian 2024,90895,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_ALRIK0HE2_1.jpg?1713959798""]",63096
Whisky,Kilchoman First Fill Bourbon Barrel 13 Years 2010/2024,52059,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_KILCH13BB_1.jpg,q1714141033.pagespeed.ic.1DPIdwA_ct.jpg""]",45991
Whisky,Milam & Greene Rye Port Wine Cask Finish,92870,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MILAM0RPW_1.jpg,q1730107875.pagespeed.ic.536IWDTNNA.jpg""]",82028
Whisky,Rothaus Black Forest Banyuls,62763,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ROTHA0BA1_1.jpg,q1726828405.pagespeed.ic.1CEaxFMsR2.jpg""]",50741
Whisky,Widow Jane Bourbon 10 Years,71549,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_WIDOW10BO_1.jpg?1715764282""]",35019
Rum,Ron Espero Reserva Extra Ultimo,58529,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRESPER0UL0_1.jpg,q1713961163.pagespeed.ic.WI4kQW7C-e.jpg""]",32886
Rum,Rhum J.M Terroir Volcanique,5363,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XRRHUMJ0TV0_1.jpg,q1713961205.pagespeed.ic.UYORo2CtPd.jpg""]",18512
Whisky,Old Pulteney 10 Years,3990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_OLDPU1000_1.jpg,q1713957777.pagespeed.ic.Y86vqJ_Uoz.jpg""]",4500
Whisky,Chivas Regal 12 Years,2999,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_CHIVA1201_1.jpg,q1713979070.pagespeed.ic.E_wE_qmRef.jpg""]",5986
Whisky,"Dalwhinnie 0,2 litre 15 Years",55293,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_DALWH1502_1.jpg,q1713958146.pagespeed.ic.4McGO5Rm4O.jpg""]",42183
Spirits,St. Kilian Advocaat Egg Liqueur,16879,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_STKILLIEI_1.jpg?1713958900""]",9078
Whisky,Ledaig Connoisseurs Choice - Cask Strength 30 Years 1993/2024,77033,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_LEDAI93GM_1.jpg,q1726221755.pagespeed.ic.Jr5TosBToq.jpg""]",30743
Whisky,Scapa - Signature Series 16 Years 2024,8441,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_SCAPA1602_1.jpg,q1729966625.pagespeed.ic.Sh8OAYhlL8.jpg""]",9595
Whisky,Jack Daniel's Triple Mash,3190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKDBBTM_1.jpg,q1713957317.pagespeed.ic.7zUnOWhjU3.jpg""]",32192
Whisky,Armorik Sherry Cask,4190,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_ARMOR0SH0_1.jpg,q1713959431.pagespeed.ic.vIRDvigB5-.jpg""]",1500
Whisky,Macaloney's An Aba - Peated 2023,99984,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_MACAC0AA0_1.jpg,q1716556669.pagespeed.ic.ZDjaQ7Egly.jpg""]",86651
Whisky,Ballechin Marsala Cask #5 2002/2010,95403,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_BALLE0MC0_1.jpg?1713961536""]",76185
Whisky,Bladnoch 30 Years 2023,17492,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_BLADN30SH_1.jpg?1717262122""]",7575
Whisky,Tomatin The Madeira Edition - Portuguese Collection 15 Years 2006/2022,53022,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TOMAT1MAP_1.jpg?1713958712""]",13031
Whisky,Yellowstone American Single Malt,72180,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_YELLO0SM0_1.jpg,q1719577989.pagespeed.ic.sEPoDjOriW.jpg""]",60758
Whisky,Jack Daniel's Old No. 7,2299,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_JACKDN007_1.jpg,q1713964688.pagespeed.ic.MVeVzfEjpu.jpg""]",391
Whisky,Highland Park - Viking Pride 43% 18 Years,13850,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_HIGHL1800_1.jpg,q1713957484.pagespeed.ic.DrYtOQqed9.jpg""]",31194
Whisky,Aultmore Sherry Cask Whisky.de exclusive 12 Years 2008/2021,6990,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_AULTM08DT_1.jpg?1713960742""]",1000
Whisky,Turntable x Starward Collaboration Drop 01,97720,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_TURNTST01_1.jpg?1713957326""]",59353
Whisky,Loch Lomond 1st Fill Madeira Hogshead - The Nine #6 2015/2023,10680,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_LOCHL0TN6_1.jpg?1713960874""]",3391
Gin,Saigon Baigur Dry Gin,38089,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XGSAIGO00_1.jpg,q1713961199.pagespeed.ic.kpHZ6tcK2O.jpg""]",4444
Whisky,Glenrothes PX Sherry Octave 13 Years 2011/2024,65881,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GROTH13M3_1.jpg,q1726841261.pagespeed.ic.buTTbo1dve.jpg""]",34410
Rum,1731 Fine & Rare Panama Rum 8 Years,80679,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_XR1731008PA_1.jpg,q1713973573.pagespeed.ic.eTLuIPQZeR.jpg""]",47779
Whisky,Gold Spot - The Generations Edition 13 Years,47023,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_GOLDSPOT0_1.jpg,q1715350625.pagespeed.ic.JopgZXnLYF.jpg""]",36621
Gin,Bombay Citron Pressé Gin,74772,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/image_XGBOMPRCI_1.jpg?1713958129""]",28570
Whisky,1770 Glasgow The Original Fresh & Fruity,36613,"[""https:\/\/www.whisky.de\/shop\/out\/pictures\/generated\/product\/1\/2200_2200_75\/ximage_1770GLAO7_1.jpg,q1713957171.pagespeed.ic.iruF61S_ER.jpg""]",18937
